iter	Logloss
0	0.6433407593
1	0.6078136444
2	0.5743327332
3	0.5479621124
4	0.5223847198
5	0.5014618301
6	0.4803186035
7	0.4583190918
8	0.440712204
9	0.4264752197
10	0.4133963394
11	0.4009267044
12	0.3905636215
13	0.3802144623
14	0.3673684311
15	0.3588008881
16	0.3448132324
17	0.3378044891
18	0.3292086792
19	0.3219217682
20	0.314893322
21	0.3071715355
22	0.301740818
23	0.2962717438
24	0.2920090675
25	0.2862629318
26	0.2800841141
27	0.2752351761
28	0.2694985199
29	0.2640929413
30	0.2601976776
31	0.2576322746
32	0.2531241608
33	0.2496115494
34	0.2452842522
35	0.2425922394
36	0.2393187904
37	0.2372855949
38	0.2343409729
39	0.2316389656
40	0.2290455627
41	0.2259059334
42	0.2225471115
43	0.2206029892
44	0.2185386658
45	0.2171988487
46	0.2157016754
47	0.2143355942
48	0.2127251434
49	0.2110723495
50	0.2096343613
51	0.2051560974
52	0.2025003815
53	0.2013820267
54	0.2000254822
55	0.1979759789
56	0.1962612724
57	0.1946429634
58	0.19307724
59	0.1898232269
60	0.1877468872
61	0.1864149857
62	0.1855360603
63	0.1830323029
64	0.1818886948
65	0.180459938
66	0.1785475159
67	0.1756501389
68	0.1747019958
69	0.1736180115
70	0.1723902321
71	0.1715598297
72	0.1699333191
73	0.1685443115
74	0.1669714355
75	0.166193161
76	0.164937706
77	0.1639712906
78	0.1633350563
79	0.1625640869
80	0.1601830673
81	0.1582451534
82	0.1569906235
83	0.1557240677
84	0.1542780304
85	0.151681385
86	0.1509863472
87	0.1496138
88	0.1485479832
89	0.1473830795
90	0.1470635414
91	0.146541729
92	0.1438131142
93	0.1427210808
94	0.1404028797
95	0.1390724564
96	0.1384818649
97	0.1377484322
98	0.1363700199
99	0.1356856918
100	0.1351345253
101	0.1341147232
102	0.1334070492
103	0.1317874432
104	0.1306918144
105	0.1296142292
106	0.128883667
107	0.1283368111
108	0.1279052353
109	0.1270982933
110	0.1262024403
111	0.1254672337
112	0.124522562
113	0.1238605499
114	0.1226487732
115	0.1221968555
116	0.1213088894
117	0.1206394577
118	0.1191542435
119	0.1187132645
120	0.1182131767
121	0.11763484
122	0.1167585754
123	0.1153270817
124	0.1137965107
125	0.1133912086
126	0.1120681477
127	0.1110982895
128	0.1098944378
129	0.1092038345
130	0.1086044693
131	0.107973423
132	0.1074816132
133	0.1067380905
134	0.1061463165
135	0.1054950428
136	0.104705267
137	0.1043490124
138	0.1030904388
139	0.101893692
140	0.1011560917
141	0.09979035378
142	0.09924713135
143	0.09888759613
144	0.09836511612
145	0.09778990746
146	0.09725510597
147	0.09645181656
148	0.09556936264
149	0.09500452042
150	0.09442005157
151	0.09363016129
152	0.09327390671
153	0.09221496582
154	0.09156178474
155	0.09112332344
156	0.09066333771
157	0.08993955612
158	0.08936853409
159	0.08882001877
160	0.08824237823
161	0.08775640488
162	0.0873927784
163	0.08666387558
164	0.0861178112
165	0.08573474884
166	0.08542679787
167	0.08494094849
168	0.08445595741
169	0.08376964569
170	0.08323442459
171	0.08290887833
172	0.08247947693
173	0.08211048126
174	0.08134011269
175	0.08101482391
176	0.08033769608
177	0.07996211052
178	0.07946474075
179	0.07903067112
180	0.07860467434
181	0.07828634262
182	0.07798945427
183	0.07755419731
184	0.07697270393
185	0.07655698776
186	0.07607731342
187	0.07550956726
188	0.07477507591
189	0.07446021557
190	0.07401435852
191	0.07379417419
192	0.07311746597
193	0.07277381897
194	0.07244480133
195	0.07223619461
196	0.07176742077
197	0.07151836872
198	0.07102583885
199	0.07047627449
200	0.07017798424
201	0.0699731636
202	0.06966716766
203	0.06924017429
204	0.06874451637
205	0.06815400124
206	0.06786253929
207	0.067626791
208	0.06702243805
209	0.06683393002
210	0.0666522789
211	0.0663607645
212	0.06584672928
213	0.06503281116
214	0.06472207069
215	0.06448215008
216	0.06414019585
217	0.06391221046
218	0.06360918045
219	0.06343340874
220	0.06329955101
221	0.06310387135
222	0.06282158852
223	0.06263442039
224	0.0623264122
225	0.06191955566
226	0.06164642334
227	0.06141771793
228	0.06115495682
229	0.06085443497
230	0.06053117752
231	0.05983845234
232	0.05933650017
233	0.05893399239
234	0.05859091759
235	0.0584069252
236	0.05818377495
237	0.05801997185
238	0.05758994579
239	0.05738996506
240	0.05722269058
241	0.05703805923
242	0.05662826538
243	0.05643387794
244	0.05631513596
245	0.0561026001
246	0.0556707859
247	0.05532876968
248	0.0551520443
249	0.05493703842
250	0.0547426033
251	0.05442102909
252	0.05424653053
253	0.05396922588
254	0.05356781006
255	0.05335485458
256	0.05315124989
257	0.05283997536
258	0.05267233849
259	0.05243632317
260	0.05237195969
261	0.05218853951
262	0.05167788982
263	0.05151148796
264	0.05130021095
265	0.05105831146
266	0.05083554268
267	0.05055459023
268	0.05022233963
269	0.05006329536
270	0.04986296177
271	0.0495019722
272	0.04931675911
273	0.0491286993
274	0.0489053154
275	0.04849039555
276	0.0482973671
277	0.04807542324
278	0.04790847301
279	0.04751573563
280	0.04710073471
281	0.04688320637
282	0.04652843952
283	0.04628644943
284	0.04599903107
285	0.04575442791
286	0.04558200359
287	0.04534439564
288	0.04521337509
289	0.04506669521
290	0.04493898392
291	0.04457898617
292	0.04444200039
293	0.04411676884
294	0.04375525951
295	0.04357748985
296	0.04348739624
297	0.04339167595
298	0.04332620621
299	0.04315692425
300	0.04287743568
301	0.04278964996
302	0.04266885757
303	0.04254527569
304	0.04221215248
305	0.04200240135
306	0.04159428596
307	0.04141877174
308	0.04104356766
309	0.04082509041
310	0.04067154884
311	0.04044816971
312	0.04031250954
313	0.04012359619
314	0.0399801755
315	0.03981223106
316	0.03972726583
317	0.03959822178
318	0.03945843697
319	0.03934447289
320	0.03914824486
321	0.03900559902
322	0.03885449886
323	0.03864774704
324	0.03831564188
325	0.038113451
326	0.03795134068
327	0.03783327103
328	0.03774705887
329	0.037604568
330	0.03750356197
331	0.03723221064
332	0.03687876463
333	0.03659593105
334	0.03625544786
335	0.03597564697
336	0.03585802555
337	0.03581516981
338	0.03564465046
339	0.0355680418
340	0.03532605648
341	0.03520648956
342	0.03513391972
343	0.03504559278
344	0.0350108099
345	0.03472793579
346	0.0345028162
347	0.03431235313
348	0.03421559334
349	0.03416661024
350	0.0340193367
351	0.03385763168
352	0.03369460821
353	0.0334890008
354	0.03338731289
355	0.03315000534
356	0.03304055691
357	0.03290854931
358	0.03271140575
359	0.03254147291
360	0.0324583149
361	0.03221226692
362	0.03216925144
363	0.03205541849
364	0.03192998171
365	0.0317069602
366	0.03153038263
367	0.03144641638
368	0.03120587826
369	0.03113413572
370	0.03102365971
371	0.03097305775
372	0.03087900162
373	0.03073782206
374	0.03059332132
375	0.03048248291
376	0.030356462
377	0.03024270535
378	0.03008824825
379	0.02995393276
380	0.02980014801
381	0.02973746061
382	0.02955550194
383	0.02948735952
384	0.02934929132
385	0.02921751976
386	0.02914580822
387	0.02909834862
388	0.02903299332
389	0.02887101889
390	0.02877334833
391	0.02872106552
392	0.02867593288
393	0.02855536699
394	0.02834374428
395	0.02822335243
396	0.02809381247
397	0.0280069685
398	0.02787242889
399	0.02767805576
400	0.02759933472
401	0.02746801853
402	0.02733072042
403	0.02716293573
404	0.02707945585
405	0.02700372934
406	0.02690856457
407	0.02679130793
408	0.0266787982
409	0.02662065506
410	0.0265575242
411	0.02628912687
412	0.0262418437
413	0.02613461733
414	0.02604994059
415	0.02598468781
416	0.02591890335
417	0.02587585449
418	0.02579243183
419	0.02576155663
420	0.0256953764
421	0.02558814049
422	0.02535763264
423	0.02528997898
424	0.02526474237
425	0.02521236897
426	0.02503992796
427	0.02496332645
428	0.02490305901
429	0.02480576038
430	0.02478618622
431	0.02473713398
432	0.02460216045
433	0.02452864885
434	0.02444960594
435	0.02438199997
436	0.02429969788
437	0.02428311586
438	0.02417726517
439	0.02413170338
440	0.02407194138
441	0.02402330399
442	0.02389271259
443	0.02386104584
444	0.02382818937
445	0.02377971172
446	0.02371599674
447	0.02364158869
448	0.02353406906
449	0.0234926033
450	0.02336778641
451	0.02320594311
452	0.02311005831
453	0.02308227539
454	0.02301136494
455	0.0229155159
456	0.02284264088
457	0.02279119492
458	0.02274899006
459	0.02263444662
460	0.022485888
461	0.0224608326
462	0.02238983154
463	0.02234019756
464	0.02231034994
465	0.02222714901
466	0.02217351913
467	0.02211707592
468	0.02202373028
469	0.0219289732
470	0.02187814713
471	0.02183455467
472	0.02172955275
473	0.02168667793
474	0.02156428337
475	0.02153870583
476	0.02151726007
477	0.02147847652
478	0.02143408537
479	0.02139414787
480	0.021351614
481	0.02131613731
482	0.02127289534
483	0.02120875835
484	0.02113941908
485	0.02109233379
486	0.02103184462
487	0.02097833395
488	0.02092336655
489	0.02089183807
490	0.0208122015
491	0.0207518363
492	0.02073512554
493	0.02062806606
494	0.02059550285
495	0.02057199717
496	0.02051025152
497	0.02043256521
498	0.02037637234
499	0.02035400391
